,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Session_ID,Event_Name
19,0 days 00:57:38.567000,VER,1,0 days 00:01:40.687000,20.0,2.0,,0 days 00:57:34.248000,0 days 00:00:36.255000,0 days 00:00:32.219000,0 days 00:00:32.213000,0 days 00:56:34.135000,0 days 00:57:06.354000,0 days 00:57:38.567000,200.0,280.0,,292.0,False,HARD,20.0,False,Red Bull Racing,0 days 00:55:57.880000,2023-10-06 14:10:59.074,1,,False,,False,False,34.3,34.0,1005.5,False,39.3,322,3.7,Practice 1,Qatar Grand Prix
20,0 days 01:10:08.822000,VER,1,,21.0,3.0,0 days 01:08:31.986000,,,0 days 00:00:32.490000,0 days 00:00:28.742000,,0 days 01:09:40.188000,0 days 01:10:08.828000,223.0,274.0,283.0,153.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:57:38.567000,2023-10-06 14:12:39.761,1,,False,,False,False,34.2,35.0,1005.4,False,39.0,314,5.1,Practice 1,Qatar Grand Prix
21,0 days 01:11:36.250000,VER,1,0 days 00:01:27.428000,22.0,3.0,,,0 days 00:00:32.170000,0 days 00:00:29.822000,0 days 00:00:25.436000,0 days 01:10:40.992000,0 days 01:11:10.814000,0 days 01:11:36.250000,236.0,288.0,281.0,316.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:10:08.822000,2023-10-06 14:25:10.016,1,,False,,False,True,33.8,37.0,1005.5,False,38.2,318,3.9,Practice 1,Qatar Grand Prix
22,0 days 01:13:51.371000,VER,1,0 days 00:02:15.121000,23.0,3.0,,0 days 01:13:46.856000,0 days 00:00:48.361000,0 days 00:00:43.060000,0 days 00:00:43.700000,0 days 01:12:24.611000,0 days 01:13:07.671000,0 days 01:13:51.371000,111.0,190.0,,205.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:11:36.250000,2023-10-06 14:26:37.444,1,,False,,False,False,33.7,37.0,1005.5,False,38.4,322,4.0,Practice 1,Qatar Grand Prix
23,0 days 01:16:07.722000,VER,1,0 days 00:02:16.351000,24.0,4.0,0 days 01:14:21.246000,,0 days 00:01:11.802000,0 days 00:00:35.591000,0 days 00:00:28.958000,0 days 01:15:03.173000,0 days 01:15:38.764000,0 days 01:16:07.722000,114.0,264.0,227.0,168.0,False,HARD,21.0,False,Red Bull Racing,0 days 01:13:51.371000,2023-10-06 14:28:52.565,1,,False,,False,False,33.7,37.0,1005.5,False,38.3,320,4.0,Practice 1,Qatar Grand Prix
24,0 days 01:18:18.231000,VER,1,0 days 00:02:10.509000,25.0,4.0,,,0 days 00:00:42.368000,0 days 00:00:34.199000,0 days 00:00:53.942000,0 days 01:16:50.090000,0 days 01:17:24.289000,0 days 01:18:18.231000,166.0,249.0,35.0,196.0,False,HARD,22.0,False,Red Bull Racing,0 days 01:16:07.722000,2023-10-06 14:31:08.916,1,,False,,False,True,33.7,37.0,1005.5,False,38.3,329,5.0,Practice 1,Qatar Grand Prix
25,0 days 01:20:36.805000,VER,1,0 days 00:02:18.574000,26.0,4.0,,0 days 01:20:32.552000,0 days 00:01:13.202000,0 days 00:00:33.932000,0 days 00:00:31.440000,0 days 01:19:31.433000,0 days 01:20:05.365000,0 days 01:20:36.805000,207.0,278.0,,244.0,False,HARD,23.0,False,Red Bull Racing,0 days 01:18:18.231000,2023-10-06 14:33:19.425,1,,False,,False,False,33.6,37.0,1005.7,False,38.1,325,4.5,Practice 1,Qatar Grand Prix
26,0 days 00:19:05.537000,GAS,10,,1.0,1.0,0 days 00:17:15.509000,,,0 days 00:00:35.586000,0 days 00:00:33.496000,,0 days 00:18:32.273000,0 days 00:19:05.663000,201.0,264.0,266.0,145.0,False,HARD,1.0,True,Alpine,0 days 00:17:15.509000,2023-10-06 13:32:16.703,1,,False,,False,False,35.1,32.0,1005.5,False,41.0,322,6.5,Practice 1,Qatar Grand Prix
27,0 days 00:20:49.114000,GAS,10,0 days 00:01:43.577000,2.0,1.0,,,0 days 00:00:38.296000,0 days 00:00:34.381000,0 days 00:00:30.900000,0 days 00:19:43.833000,0 days 00:20:18.214000,0 days 00:20:49.114000,210.0,266.0,271.0,300.0,True,HARD,2.0,True,Alpine,0 days 00:19:05.537000,2023-10-06 13:34:06.731,1,,False,,False,True,35.1,33.0,1005.5,False,40.9,312,6.5,Practice 1,Qatar Grand Prix
28,0 days 00:22:26.095000,GAS,10,0 days 00:01:36.981000,3.0,1.0,,,0 days 00:00:36.075000,0 days 00:00:32.259000,0 days 00:00:28.647000,0 days 00:21:25.189000,0 days 00:21:57.448000,0 days 00:22:26.095000,221.0,281.0,272.0,306.0,True,HARD,3.0,True,Alpine,0 days 00:20:49.114000,2023-10-06 13:35:50.308,1,,False,,False,True,35.1,33.0,1005.5,False,40.6,329,4.5,Practice 1,Qatar Grand Prix
29,0 days 00:23:59.211000,GAS,10,0 days 00:01:33.116000,4.0,1.0,,,0 days 00:00:34.723000,0 days 00:00:31.446000,0 days 00:00:26.947000,0 days 00:23:00.818000,0 days 00:23:32.264000,0 days 00:23:59.211000,224.0,286.0,278.0,309.0,True,HARD,4.0,True,Alpine,0 days 00:22:26.095000,2023-10-06 13:37:27.289,1,,False,,False,True,35.0,33.0,1005.5,False,40.4,327,4.8,Practice 1,Qatar Grand Prix
30,0 days 00:26:00.964000,GAS,10,0 days 00:02:01.753000,5.0,1.0,,0 days 00:25:56.843000,0 days 00:00:43.452000,0 days 00:00:38.104000,0 days 00:00:40.197000,0 days 00:24:42.663000,0 days 00:25:20.767000,0 days 00:26:00.964000,166.0,237.0,,294.0,False,HARD,5.0,True,Alpine,0 days 00:23:59.211000,2023-10-06 13:39:00.405,1,,False,,False,False,35.0,32.0,1005.5,False,40.7,335,4.1,Practice 1,Qatar Grand Prix
31,0 days 00:43:56.618000,GAS,10,,6.0,2.0,0 days 00:41:55.311000,,,0 days 00:00:34.084000,0 days 00:00:29.123000,,0 days 00:43:27.637000,0 days 00:43:56.715000,210.0,276.0,277.0,139.0,False,HARD,6.0,False,Alpine,0 days 00:26:00.964000,2023-10-06 13:41:02.158,1,,False,,False,False,35.0,33.0,1005.5,False,40.2,321,4.6,Practice 1,Qatar Grand Prix
32,0 days 00:45:28.458000,GAS,10,0 days 00:01:31.840000,7.0,2.0,,,0 days 00:00:33.820000,0 days 00:00:31.329000,0 days 00:00:26.691000,0 days 00:44:30.438000,0 days 00:45:01.767000,0 days 00:45:28.458000,223.0,286.0,277.0,312.0,True,HARD,7.0,False,Alpine,0 days 00:43:56.618000,2023-10-06 13:58:57.812,1,,False,,False,True,34.5,35.0,1005.5,False,39.6,326,3.9,Practice 1,Qatar Grand Prix
33,0 days 00:46:58.987000,GAS,10,0 days 00:01:30.529000,8.0,2.0,,,0 days 00:00:33.289000,0 days 00:00:30.815000,0 days 00:00:26.425000,0 days 00:46:01.747000,0 days 00:46:32.562000,0 days 00:46:58.987000,224.0,284.0,280.0,315.0,True,HARD,8.0,False,Alpine,0 days 00:45:28.458000,2023-10-06 14:00:29.652,1,,False,,False,True,34.5,35.0,1005.5,False,39.5,317,5.1,Practice 1,Qatar Grand Prix
34,0 days 00:48:57.002000,GAS,10,0 days 00:01:58.015000,9.0,2.0,,,0 days 00:00:47.727000,0 days 00:00:41.157000,0 days 00:00:29.131000,0 days 00:47:46.714000,0 days 00:48:27.871000,0 days 00:48:57.002000,70.0,266.0,280.0,295.0,False,HARD,9.0,False,Alpine,0 days 00:46:58.987000,2023-10-06 14:02:00.181,1,,False,,False,True,34.4,35.0,1005.5,False,39.5,321,4.0,Practice 1,Qatar Grand Prix
35,0 days 00:50:26.333000,GAS,10,0 days 00:01:29.331000,10.0,2.0,,,0 days 00:00:32.827000,0 days 00:00:30.358000,0 days 00:00:26.146000,0 days 00:49:29.829000,0 days 00:50:00.187000,0 days 00:50:26.333000,225.0,287.0,279.0,317.0,True,HARD,10.0,False,Alpine,0 days 00:48:57.002000,2023-10-06 14:03:58.196,1,,False,,False,True,34.3,34.0,1005.5,False,39.5,325,3.7,Practice 1,Qatar Grand Prix
36,0 days 00:51:56.756000,GAS,10,0 days 00:01:30.423000,11.0,2.0,,,0 days 00:00:33.629000,0 days 00:00:30.714000,0 days 00:00:26.080000,0 days 00:50:59.962000,0 days 00:51:30.676000,0 days 00:51:56.756000,226.0,287.0,283.0,304.0,False,HARD,11.0,False,Alpine,0 days 00:50:26.333000,2023-10-06 14:05:27.527,1,,False,,False,True,34.3,35.0,1005.5,False,39.4,308,4.3,Practice 1,Qatar Grand Prix
37,0 days 00:53:27.516000,GAS,10,0 days 00:01:30.760000,12.0,2.0,,,0 days 00:00:33.283000,0 days 00:00:30.946000,0 days 00:00:26.531000,0 days 00:52:30.039000,0 days 00:53:00.985000,0 days 00:53:27.516000,224.0,286.0,273.0,317.0,False,HARD,12.0,False,Alpine,0 days 00:51:56.756000,2023-10-06 14:06:57.950,1,,False,,False,True,34.3,35.0,1005.5,False,39.4,316,3.2,Practice 1,Qatar Grand Prix
38,0 days 00:54:57.802000,GAS,10,0 days 00:01:30.286000,13.0,2.0,,,0 days 00:00:33.701000,0 days 00:00:30.693000,0 days 00:00:25.892000,0 days 00:54:01.217000,0 days 00:54:31.910000,0 days 00:54:57.802000,223.0,286.0,275.0,297.0,False,HARD,13.0,False,Alpine,0 days 00:53:27.516000,2023-10-06 14:08:28.710,1,,False,,False,True,34.3,34.0,1005.5,False,39.4,314,3.0,Practice 1,Qatar Grand Prix
39,0 days 00:56:27.946000,GAS,10,0 days 00:01:30.144000,14.0,2.0,,,0 days 00:00:33.557000,0 days 00:00:30.665000,0 days 00:00:25.922000,0 days 00:55:31.359000,0 days 00:56:02.024000,0 days 00:56:27.946000,226.0,286.0,274.0,296.0,False,HARD,14.0,False,Alpine,0 days 00:54:57.802000,2023-10-06 14:09:58.996,1,,False,,False,True,34.3,34.0,1005.5,False,39.4,315,3.0,Practice 1,Qatar Grand Prix
40,0 days 00:58:11.542000,GAS,10,0 days 00:01:43.596000,15.0,2.0,,0 days 00:58:07.388000,0 days 00:00:38.246000,0 days 00:00:31.590000,0 days 00:00:33.760000,0 days 00:57:06.192000,0 days 00:57:37.782000,0 days 00:58:11.542000,209.0,287.0,,298.0,False,HARD,15.0,False,Alpine,0 days 00:56:27.946000,2023-10-06 14:11:29.140,1,,False,,False,False,34.2,35.0,1005.4,False,39.3,322,4.5,Practice 1,Qatar Grand Prix
41,0 days 01:06:12.102000,GAS,10,,16.0,3.0,0 days 01:04:36.225000,,,0 days 00:00:32.616000,0 days 00:00:27.470000,,0 days 01:05:44.770000,0 days 01:06:12.192000,193.0,283.0,279.0,125.0,False,MEDIUM,1.0,True,Alpine,0 days 00:58:11.542000,2023-10-06 14:13:12.736,1,,False,,False,False,34.1,35.0,1005.5,False,39.0,321,4.9,Practice 1,Qatar Grand Prix
42,0 days 01:07:52.727000,GAS,10,0 days 00:01:40.625000,17.0,3.0,,,0 days 00:00:35.464000,0 days 00:00:36.419000,0 days 00:00:28.742000,0 days 01:06:47.566000,0 days 01:07:23.985000,0 days 01:07:52.727000,132.0,268.0,280.0,314.0,False,MEDIUM,2.0,True,Alpine,0 days 01:06:12.102000,2023-10-06 14:21:13.296,1,,False,,False,True,33.9,36.0,1005.5,False,38.5,332,5.5,Practice 1,Qatar Grand Prix
43,0 days 01:09:21.548000,GAS,10,0 days 00:01:28.821000,18.0,3.0,,,0 days 00:00:33.003000,0 days 00:00:30.035000,0 days 00:00:25.783000,0 days 01:08:25.730000,0 days 01:08:55.765000,0 days 01:09:21.548000,235.0,288.0,282.0,315.0,True,MEDIUM,3.0,True,Alpine,0 days 01:07:52.727000,2023-10-06 14:22:53.921,1,,False,,False,True,33.9,36.0,1005.5,False,38.4,312,5.3,Practice 1,Qatar Grand Prix
44,0 days 01:11:21.325000,GAS,10,0 days 00:01:59.777000,19.0,3.0,,,0 days 00:00:44.875000,0 days 00:00:36.592000,0 days 00:00:38.310000,0 days 01:10:06.423000,0 days 01:10:43.015000,0 days 01:11:21.325000,173.0,262.0,279.0,299.0,False,MEDIUM,4.0,True,Alpine,0 days 01:09:21.548000,2023-10-06 14:24:22.742,1,,False,,False,True,33.8,37.0,1005.5,False,38.4,332,4.4,Practice 1,Qatar Grand Prix
45,0 days 01:13:14.137000,GAS,10,0 days 00:01:52.812000,20.0,3.0,,0 days 01:13:09.997000,0 days 00:00:40.556000,0 days 00:00:35.580000,0 days 00:00:36.676000,0 days 01:12:01.881000,0 days 01:12:37.461000,0 days 01:13:14.137000,193.0,269.0,,315.0,False,MEDIUM,5.0,True,Alpine,0 days 01:11:21.325000,2023-10-06 14:26:22.519,1,,False,,False,False,33.7,37.0,1005.5,False,38.4,322,4.0,Practice 1,Qatar Grand Prix
46,0 days 01:15:18.748000,GAS,10,0 days 00:02:04.611000,21.0,4.0,0 days 01:13:44.293000,,0 days 00:01:05.653000,0 days 00:00:31.804000,0 days 00:00:27.154000,0 days 01:14:19.790000,0 days 01:14:51.594000,0 days 01:15:18.748000,216.0,268.0,282.0,164.0,False,MEDIUM,6.0,False,Alpine,0 days 01:13:14.137000,2023-10-06 14:28:15.331,1,,False,,False,False,33.7,37.0,1005.5,False,38.3,320,4.0,Practice 1,Qatar Grand Prix
47,0 days 01:17:15.493000,GAS,10,0 days 00:01:56.745000,22.0,4.0,,,0 days 00:00:36.613000,0 days 00:00:38.496000,0 days 00:00:41.636000,0 days 01:15:55.361000,0 days 01:16:33.857000,0 days 01:17:15.493000,151.0,261.0,62.0,318.0,False,MEDIUM,7.0,False,Alpine,0 days 01:15:18.748000,2023-10-06 14:30:19.942,1,,False,,False,True,33.7,37.0,1005.5,False,38.3,329,5.0,Practice 1,Qatar Grand Prix
48,0 days 01:19:35.471000,GAS,10,0 days 00:02:19.978000,23.0,4.0,,0 days 01:19:31.381000,0 days 00:01:12.414000,0 days 00:00:31.722000,0 days 00:00:35.842000,0 days 01:18:27.907000,0 days 01:18:59.629000,0 days 01:19:35.471000,216.0,288.0,,239.0,False,MEDIUM,8.0,False,Alpine,0 days 01:17:15.493000,2023-10-06 14:32:16.687,1,,False,,False,False,33.6,37.0,1005.7,False,38.1,326,4.3,Practice 1,Qatar Grand Prix
49,0 days 00:18:39.257000,PER,11,,1.0,1.0,0 days 00:16:47.650000,,,0 days 00:00:35.658000,0 days 00:00:38.992000,,0 days 00:18:00.430000,0 days 00:18:39.335000,211.0,274.0,276.0,151.0,False,HARD,1.0,True,Red Bull Racing,0 days 00:16:47.650000,2023-10-06 13:31:48.844,1,,False,,False,False,35.2,32.0,1005.5,False,41.0,313,6.0,Practice 1,Qatar Grand Prix
50,0 days 00:20:16.663000,PER,11,0 days 00:01:37.406000,2.0,1.0,,,0 days 00:00:35.399000,0 days 00:00:32.842000,0 days 00:00:29.165000,0 days 00:19:14.656000,0 days 00:19:47.498000,0 days 00:20:16.663000,221.0,284.0,279.0,316.0,True,HARD,2.0,True,Red Bull Racing,0 days 00:18:39.257000,2023-10-06 13:33:40.451,1,,False,,False,True,35.1,33.0,1005.5,False,40.9,312,6.5,Practice 1,Qatar Grand Prix
51,0 days 00:22:05.609000,PER,11,0 days 00:01:48.946000,3.0,1.0,,,0 days 00:00:39.822000,0 days 00:00:37.549000,0 days 00:00:31.575000,0 days 00:20:56.485000,0 days 00:21:34.034000,0 days 00:22:05.609000,138.0,242.0,286.0,314.0,False,HARD,3.0,True,Red Bull Racing,0 days 00:20:16.663000,2023-10-06 13:35:17.857,1,,False,,False,True,35.1,33.0,1005.5,False,40.6,329,4.5,Practice 1,Qatar Grand Prix
52,0 days 00:23:40.369000,PER,11,0 days 00:01:34.760000,4.0,1.0,,,0 days 00:00:34.774000,0 days 00:00:32.157000,0 days 00:00:27.829000,0 days 00:22:40.383000,0 days 00:23:12.540000,0 days 00:23:40.369000,228.0,286.0,276.0,318.0,True,HARD,4.0,True,Red Bull Racing,0 days 00:22:05.609000,2023-10-06 13:37:06.803,1,,False,,False,True,35.1,33.0,1005.5,False,40.4,324,4.5,Practice 1,Qatar Grand Prix
53,0 days 00:25:38.299000,PER,11,0 days 00:01:57.930000,5.0,1.0,,0 days 00:25:34.156000,0 days 00:00:43.181000,0 days 00:00:39.931000,0 days 00:00:34.818000,0 days 00:24:23.550000,0 days 00:25:03.481000,0 days 00:25:38.299000,186.0,256.0,,247.0,False,HARD,5.0,True,Red Bull Racing,0 days 00:23:40.369000,2023-10-06 13:38:41.563,1,,False,,False,False,35.0,32.0,1005.5,False,40.7,335,4.1,Practice 1,Qatar Grand Prix
54,0 days 00:27:50.620000,PER,11,0 days 00:02:12.321000,6.0,2.0,0 days 00:26:07.359000,,0 days 00:01:06.810000,0 days 00:00:36.577000,0 days 00:00:28.934000,0 days 00:26:45.109000,0 days 00:27:21.686000,0 days 00:27:50.620000,212.0,271.0,282.0,93.0,False,HARD,6.0,False,Red Bull Racing,0 days 00:25:38.299000,2023-10-06 13:40:39.493,1,,False,,False,False,35.0,33.0,1005.5,False,40.2,321,4.6,Practice 1,Qatar Grand Prix
55,0 days 00:29:22.359000,PER,11,0 days 00:01:31.739000,7.0,2.0,,,0 days 00:00:33.615000,0 days 00:00:31.272000,0 days 00:00:26.852000,0 days 00:28:24.235000,0 days 00:28:55.507000,0 days 00:29:22.359000,225.0,287.0,281.0,321.0,True,HARD,7.0,False,Red Bull Racing,0 days 00:27:50.620000,2023-10-06 13:42:51.814,1,,False,,False,True,35.0,33.0,1005.5,False,40.1,330,4.5,Practice 1,Qatar Grand Prix
56,0 days 00:31:17.244000,PER,11,0 days 00:01:54.885000,8.0,2.0,,,0 days 00:00:39.707000,0 days 00:00:42.315000,0 days 00:00:32.863000,0 days 00:30:02.066000,0 days 00:30:44.381000,0 days 00:31:17.244000,138.0,273.0,281.0,266.0,False,HARD,8.0,False,Red Bull Racing,0 days 00:29:22.359000,2023-10-06 13:44:23.553,1,,False,,False,True,35.0,34.0,1005.5,False,40.3,323,3.4,Practice 1,Qatar Grand Prix
