,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed,Session_ID,Event_Name
10,0 days 00:38:01.946000,VER,1,,11.0,3.0,0 days 00:36:49.199000,,,0 days 00:00:32.948000,0 days 00:00:21.830000,,0 days 00:37:40.541000,0 days 00:38:01.963000,262.0,220.0,267.0,284.0,False,HARD,11.0,False,Red Bull Racing,0 days 00:29:29.364000,2023-06-30 11:45:04.398,1,,False,,False,False,28.4,33.0,932.5,False,48.2,266,1.7,Practice 1,Austrian Grand Prix
11,0 days 00:39:12.884000,VER,1,0 days 00:01:10.938000,12.0,3.0,,,0 days 00:00:17.815000,0 days 00:00:31.621000,0 days 00:00:21.502000,0 days 00:38:19.761000,0 days 00:38:51.382000,0 days 00:39:12.884000,289.0,223.0,268.0,286.0,False,HARD,12.0,False,Red Bull Racing,0 days 00:38:01.946000,2023-06-30 11:53:36.980,1,,False,,False,True,28.0,35.0,932.5,False,47.3,50,0.8,Practice 1,Austrian Grand Prix
12,0 days 00:40:23.821000,VER,1,0 days 00:01:10.937000,13.0,3.0,,,0 days 00:00:17.823000,0 days 00:00:31.664000,0 days 00:00:21.450000,0 days 00:39:30.707000,0 days 00:40:02.371000,0 days 00:40:23.821000,290.0,223.0,268.0,288.0,False,HARD,13.0,False,Red Bull Racing,0 days 00:39:12.884000,2023-06-30 11:54:47.918,1,,False,,False,True,28.1,35.0,932.5,False,47.5,29,0.6,Practice 1,Austrian Grand Prix
13,0 days 00:41:34.524000,VER,1,0 days 00:01:10.703000,14.0,3.0,,,0 days 00:00:17.752000,0 days 00:00:31.521000,0 days 00:00:21.430000,0 days 00:40:41.573000,0 days 00:41:13.094000,0 days 00:41:34.524000,292.0,226.0,269.0,289.0,False,HARD,14.0,False,Red Bull Racing,0 days 00:40:23.821000,2023-06-30 11:55:58.855,1,,False,,False,True,28.3,35.0,932.4,False,47.6,78,0.6,Practice 1,Austrian Grand Prix
14,0 days 00:42:45.237000,VER,1,0 days 00:01:10.713000,15.0,3.0,,,0 days 00:00:17.722000,0 days 00:00:31.518000,0 days 00:00:21.473000,0 days 00:41:52.246000,0 days 00:42:23.764000,0 days 00:42:45.237000,296.0,226.0,268.0,290.0,False,HARD,15.0,False,Red Bull Racing,0 days 00:41:34.524000,2023-06-30 11:57:09.558,1,,False,,False,True,28.1,31.0,932.4,False,47.8,46,1.5,Practice 1,Austrian Grand Prix
15,0 days 00:43:55.886000,VER,1,0 days 00:01:10.649000,16.0,3.0,,,0 days 00:00:17.741000,0 days 00:00:31.496000,0 days 00:00:21.412000,0 days 00:43:02.978000,0 days 00:43:34.474000,0 days 00:43:55.886000,297.0,228.0,269.0,291.0,False,HARD,16.0,False,Red Bull Racing,0 days 00:42:45.237000,2023-06-30 11:58:20.271,1,,False,,False,True,27.9,33.0,932.5,False,46.9,220,0.6,Practice 1,Austrian Grand Prix
16,0 days 00:45:06.690000,VER,1,0 days 00:01:10.804000,17.0,3.0,,,0 days 00:00:17.805000,0 days 00:00:31.570000,0 days 00:00:21.429000,0 days 00:44:13.691000,0 days 00:44:45.261000,0 days 00:45:06.690000,294.0,222.0,270.0,291.0,False,HARD,17.0,False,Red Bull Racing,0 days 00:43:55.886000,2023-06-30 11:59:30.920,1,,False,,False,True,27.9,33.0,932.4,False,46.9,192,1.0,Practice 1,Austrian Grand Prix
17,0 days 00:46:17.564000,VER,1,0 days 00:01:10.874000,18.0,3.0,,,0 days 00:00:17.782000,0 days 00:00:31.725000,0 days 00:00:21.367000,0 days 00:45:24.472000,0 days 00:45:56.197000,0 days 00:46:17.564000,290.0,227.0,270.0,291.0,False,HARD,18.0,False,Red Bull Racing,0 days 00:45:06.690000,2023-06-30 12:00:41.724,1,,False,,False,True,28.0,34.0,932.4,False,47.3,113,0.6,Practice 1,Austrian Grand Prix
18,0 days 00:47:28.510000,VER,1,0 days 00:01:10.946000,19.0,3.0,,,0 days 00:00:17.885000,0 days 00:00:31.752000,0 days 00:00:21.309000,0 days 00:46:35.449000,0 days 00:47:07.201000,0 days 00:47:28.510000,293.0,224.0,268.0,292.0,False,HARD,19.0,False,Red Bull Racing,0 days 00:46:17.564000,2023-06-30 12:01:52.598,1,,False,,False,True,28.2,34.0,932.2,False,48.0,61,1.2,Practice 1,Austrian Grand Prix
19,0 days 00:48:40.196000,VER,1,0 days 00:01:11.686000,20.0,3.0,,,0 days 00:00:17.753000,0 days 00:00:32.244000,0 days 00:00:21.689000,0 days 00:47:46.263000,0 days 00:48:18.507000,0 days 00:48:40.196000,294.0,188.0,270.0,295.0,False,HARD,20.0,False,Red Bull Racing,0 days 00:47:28.510000,2023-06-30 12:03:03.544,1,,False,,False,True,28.1,34.0,932.2,False,47.8,100,0.5,Practice 1,Austrian Grand Prix
20,0 days 00:49:51.536000,VER,1,0 days 00:01:11.340000,21.0,3.0,,,0 days 00:00:17.870000,0 days 00:00:31.869000,0 days 00:00:21.601000,0 days 00:48:58.066000,0 days 00:49:29.935000,0 days 00:49:51.536000,292.0,225.0,266.0,296.0,False,HARD,21.0,False,Red Bull Racing,0 days 00:48:40.196000,2023-06-30 12:04:15.230,1,,False,,False,True,28.2,34.0,932.2,False,48.0,98,1.3,Practice 1,Austrian Grand Prix
21,0 days 00:51:08.511000,VER,1,0 days 00:01:16.975000,22.0,3.0,,0 days 00:51:05.137000,0 days 00:00:18.340000,0 days 00:00:32.671000,0 days 00:00:25.964000,0 days 00:50:09.876000,0 days 00:50:42.547000,0 days 00:51:08.511000,297.0,196.0,,293.0,False,HARD,22.0,False,Red Bull Racing,0 days 00:49:51.536000,2023-06-30 12:05:26.570,1,,False,,False,False,28.3,33.0,932.4,False,48.2,23,1.7,Practice 1,Austrian Grand Prix
22,0 days 01:05:46.864000,VER,1,,23.0,4.0,0 days 01:04:18.935000,,,0 days 00:00:42.016000,0 days 00:00:27.899000,,0 days 01:05:19.090000,0 days 01:05:46.886000,270.0,142.0,286.0,263.0,False,MEDIUM,1.0,True,Red Bull Racing,0 days 00:51:08.511000,2023-06-30 12:06:43.545,1,,False,,False,False,28.3,33.0,932.4,False,48.2,26,1.3,Practice 1,Austrian Grand Prix
23,0 days 01:06:52.948000,VER,1,0 days 00:01:06.084000,24.0,4.0,,,0 days 00:00:16.536000,0 days 00:00:29.547000,0 days 00:00:20.001000,0 days 01:06:03.400000,0 days 01:06:32.947000,0 days 01:06:52.948000,323.0,241.0,287.0,316.0,True,MEDIUM,2.0,True,Red Bull Racing,0 days 01:05:46.864000,2023-06-30 12:21:21.898,1,,False,,False,True,28.3,36.0,932.2,False,47.1,64,1.5,Practice 1,Austrian Grand Prix
24,0 days 01:09:14.210000,VER,1,0 days 00:02:21.262000,25.0,4.0,,,0 days 00:00:30.619000,0 days 00:01:02.964000,0 days 00:00:47.679000,0 days 01:07:23.567000,0 days 01:08:26.531000,0 days 01:09:14.210000,116.0,96.0,109.0,105.0,False,MEDIUM,3.0,True,Red Bull Racing,0 days 01:06:52.948000,2023-06-30 12:22:27.982,1,,False,,False,True,28.4,35.0,932.2,False,48.1,134,2.0,Practice 1,Austrian Grand Prix
25,0 days 01:11:40.573000,VER,1,0 days 00:02:26.363000,26.0,4.0,,,0 days 00:00:41.090000,0 days 00:01:03.218000,0 days 00:00:42.055000,0 days 01:09:55.300000,0 days 01:10:58.518000,0 days 01:11:40.573000,115.0,71.0,121.0,115.0,False,MEDIUM,4.0,True,Red Bull Racing,0 days 01:09:14.210000,2023-06-30 12:24:49.244,1,,False,,False,True,28.3,35.0,932.2,False,48.3,109,1.2,Practice 1,Austrian Grand Prix
26,0 days 01:13:42.365000,VER,1,0 days 00:02:01.792000,27.0,4.0,,,0 days 00:00:39.224000,0 days 00:00:54.661000,0 days 00:00:27.907000,0 days 01:12:19.797000,0 days 01:13:14.458000,0 days 01:13:42.365000,111.0,197.0,284.0,136.0,False,MEDIUM,5.0,True,Red Bull Racing,0 days 01:11:40.573000,2023-06-30 12:27:15.607,1,,False,,False,True,28.3,36.0,932.2,False,48.2,156,0.8,Practice 1,Austrian Grand Prix
27,0 days 01:14:48.107000,VER,1,0 days 00:01:05.742000,28.0,4.0,,,0 days 00:00:16.595000,0 days 00:00:29.317000,0 days 00:00:19.830000,0 days 01:13:58.960000,0 days 01:14:28.277000,0 days 01:14:48.107000,322.0,243.0,285.0,320.0,True,MEDIUM,6.0,True,Red Bull Racing,0 days 01:13:42.365000,2023-06-30 12:29:17.399,1,,False,,False,True,28.4,35.0,932.2,False,48.1,208,0.5,Practice 1,Austrian Grand Prix
28,0 days 01:17:01.549000,VER,1,0 days 00:02:13.442000,29.0,4.0,,,0 days 00:00:25.575000,0 days 00:00:45.768000,0 days 00:01:02.099000,0 days 01:15:13.682000,0 days 01:15:59.450000,0 days 01:17:01.549000,138.0,122.0,78.0,205.0,False,MEDIUM,7.0,True,Red Bull Racing,0 days 01:14:48.107000,2023-06-30 12:30:23.141,126,,False,,False,False,28.4,34.0,932.2,False,48.1,65,1.3,Practice 1,Austrian Grand Prix
29,0 days 01:18:53.821000,VER,1,0 days 00:01:52.272000,30.0,4.0,,0 days 01:18:50.357000,0 days 00:00:36.927000,0 days 00:00:34.854000,0 days 00:00:40.491000,0 days 01:17:38.476000,0 days 01:18:13.330000,0 days 01:18:53.821000,257.0,200.0,,229.0,False,MEDIUM,8.0,True,Red Bull Racing,0 days 01:17:01.549000,2023-06-30 12:32:36.583,6,,False,,False,False,28.5,34.0,932.2,False,49.0,44,2.2,Practice 1,Austrian Grand Prix
30,0 days 00:16:59.353000,GAS,10,,1.0,1.0,0 days 00:15:31.175000,,,0 days 00:00:38.858000,0 days 00:00:27.063000,,0 days 00:16:32.533000,0 days 00:16:59.439000,300.0,192.0,277.0,276.0,False,MEDIUM,1.0,True,Alpine,0 days 00:15:31.175000,2023-06-30 11:31:06.209,1,,False,,False,False,27.0,38.0,932.7,False,46.0,91,1.0,Practice 1,Austrian Grand Prix
31,0 days 00:18:07.824000,GAS,10,0 days 00:01:08.471000,2.0,1.0,,,0 days 00:00:17.166000,0 days 00:00:30.551000,0 days 00:00:20.754000,0 days 00:17:16.519000,0 days 00:17:47.070000,0 days 00:18:07.824000,310.0,232.0,280.0,308.0,True,MEDIUM,2.0,True,Alpine,0 days 00:16:59.353000,2023-06-30 11:32:34.387,1,,False,,False,True,27.0,38.0,932.7,False,46.6,99,1.2,Practice 1,Austrian Grand Prix
32,0 days 00:19:39.355000,GAS,10,0 days 00:01:31.531000,3.0,1.0,,,0 days 00:00:22.362000,0 days 00:00:42.696000,0 days 00:00:26.473000,0 days 00:18:30.186000,0 days 00:19:12.882000,0 days 00:19:39.355000,196.0,167.0,278.0,204.0,False,MEDIUM,3.0,True,Alpine,0 days 00:18:07.824000,2023-06-30 11:33:42.858,1,,False,,False,True,27.3,38.0,932.7,False,46.7,92,2.5,Practice 1,Austrian Grand Prix
33,0 days 00:20:47.267000,GAS,10,0 days 00:01:07.912000,4.0,1.0,,,0 days 00:00:17.040000,0 days 00:00:30.215000,0 days 00:00:20.657000,0 days 00:19:56.395000,0 days 00:20:26.610000,0 days 00:20:47.267000,312.0,239.0,279.0,310.0,True,MEDIUM,4.0,True,Alpine,0 days 00:19:39.355000,2023-06-30 11:35:14.389,1,,False,,False,True,27.5,37.0,932.7,False,46.7,82,2.0,Practice 1,Austrian Grand Prix
34,0 days 00:22:29.241000,GAS,10,0 days 00:01:41.974000,5.0,1.0,,,0 days 00:00:24.483000,0 days 00:00:51.773000,0 days 00:00:25.718000,0 days 00:21:11.750000,0 days 00:22:03.523000,0 days 00:22:29.241000,194.0,168.0,279.0,218.0,False,MEDIUM,5.0,True,Alpine,0 days 00:20:47.267000,2023-06-30 11:36:22.301,1,,False,,False,True,27.5,37.0,932.7,False,47.1,54,1.7,Practice 1,Austrian Grand Prix
35,0 days 00:23:37.098000,GAS,10,0 days 00:01:07.857000,6.0,1.0,,,0 days 00:00:17.081000,0 days 00:00:30.233000,0 days 00:00:20.543000,0 days 00:22:46.322000,0 days 00:23:16.555000,0 days 00:23:37.098000,310.0,239.0,279.0,310.0,True,MEDIUM,6.0,True,Alpine,0 days 00:22:29.241000,2023-06-30 11:38:04.275,1,,False,,False,True,27.7,35.0,932.5,False,47.6,83,2.0,Practice 1,Austrian Grand Prix
36,0 days 00:25:17.420000,GAS,10,0 days 00:01:40.322000,7.0,1.0,,0 days 00:25:13.977000,0 days 00:00:31.358000,0 days 00:00:38.863000,0 days 00:00:30.101000,0 days 00:24:08.456000,0 days 00:24:47.319000,0 days 00:25:17.420000,163.0,181.0,,261.0,False,MEDIUM,7.0,True,Alpine,0 days 00:23:37.098000,2023-06-30 11:39:12.132,1,,False,,False,False,27.6,35.0,932.7,False,47.2,44,2.2,Practice 1,Austrian Grand Prix
37,0 days 00:27:10.907000,GAS,10,0 days 00:01:53.487000,8.0,2.0,0 days 00:25:40.883000,,0 days 00:00:44.767000,0 days 00:00:39.191000,0 days 00:00:29.529000,0 days 00:26:02.187000,0 days 00:26:41.378000,0 days 00:27:10.907000,248.0,172.0,278.0,262.0,False,MEDIUM,8.0,False,Alpine,0 days 00:25:17.420000,2023-06-30 11:40:52.454,1,,False,,False,False,27.8,35.0,932.7,False,47.2,76,1.2,Practice 1,Austrian Grand Prix
38,0 days 00:28:18.333000,GAS,10,0 days 00:01:07.426000,9.0,2.0,,,0 days 00:00:16.927000,0 days 00:00:29.953000,0 days 00:00:20.546000,0 days 00:27:27.834000,0 days 00:27:57.787000,0 days 00:28:18.333000,314.0,235.0,278.0,310.0,True,MEDIUM,9.0,False,Alpine,0 days 00:27:10.907000,2023-06-30 11:42:45.941,1,,False,,False,True,27.9,34.0,932.7,False,47.6,0,1.0,Practice 1,Austrian Grand Prix
39,0 days 00:29:59.655000,GAS,10,0 days 00:01:41.322000,10.0,2.0,,,0 days 00:00:28.708000,0 days 00:00:47.842000,0 days 00:00:24.772000,0 days 00:28:47.041000,0 days 00:29:34.883000,0 days 00:29:59.655000,192.0,156.0,280.0,122.0,False,MEDIUM,10.0,False,Alpine,0 days 00:28:18.333000,2023-06-30 11:43:53.367,1,,False,,False,True,28.1,34.0,932.5,False,47.6,111,0.4,Practice 1,Austrian Grand Prix
40,0 days 00:31:07.370000,GAS,10,0 days 00:01:07.715000,11.0,2.0,,,0 days 00:00:16.937000,0 days 00:00:30.442000,0 days 00:00:20.336000,0 days 00:30:16.592000,0 days 00:30:47.034000,0 days 00:31:07.370000,313.0,236.0,278.0,307.0,False,MEDIUM,11.0,False,Alpine,0 days 00:29:59.655000,2023-06-30 11:45:34.689,1,,False,,False,True,28.4,33.0,932.5,False,48.2,266,1.7,Practice 1,Austrian Grand Prix
41,0 days 00:32:29.924000,GAS,10,0 days 00:01:22.554000,12.0,2.0,,0 days 00:32:26.516000,0 days 00:00:17.543000,0 days 00:00:39.449000,0 days 00:00:25.562000,0 days 00:31:24.913000,0 days 00:32:04.362000,0 days 00:32:29.924000,298.0,207.0,,226.0,False,MEDIUM,12.0,False,Alpine,0 days 00:31:07.370000,2023-06-30 11:46:42.404,1,,False,,False,False,28.4,33.0,932.5,False,48.2,255,1.0,Practice 1,Austrian Grand Prix
42,0 days 00:44:30.609000,GAS,10,,13.0,3.0,0 days 00:42:59.911000,,,0 days 00:00:45.576000,0 days 00:00:25.655000,,0 days 00:44:05.097000,0 days 00:44:30.659000,306.0,202.0,283.0,255.0,False,MEDIUM,13.0,False,Alpine,0 days 00:32:29.924000,2023-06-30 11:48:04.958,1,,False,,False,False,28.0,34.0,932.5,False,47.2,335,1.3,Practice 1,Austrian Grand Prix
43,0 days 00:45:56.677000,GAS,10,0 days 00:01:26.068000,14.0,3.0,,,0 days 00:00:16.861000,0 days 00:00:44.233000,0 days 00:00:24.974000,0 days 00:44:47.470000,0 days 00:45:31.703000,0 days 00:45:56.677000,315.0,178.0,283.0,120.0,False,MEDIUM,14.0,False,Alpine,0 days 00:44:30.609000,2023-06-30 12:00:05.643,1,,False,,False,True,28.0,34.0,932.4,False,47.3,113,0.6,Practice 1,Austrian Grand Prix
44,0 days 00:47:05.135000,GAS,10,0 days 00:01:08.458000,15.0,3.0,,,0 days 00:00:16.853000,0 days 00:00:30.960000,0 days 00:00:20.645000,0 days 00:46:13.530000,0 days 00:46:44.490000,0 days 00:47:05.135000,314.0,240.0,283.0,313.0,False,MEDIUM,15.0,False,Alpine,0 days 00:45:56.677000,2023-06-30 12:01:31.711,1,,False,,False,True,28.2,34.0,932.2,False,48.0,61,1.2,Practice 1,Austrian Grand Prix
45,0 days 00:48:58.414000,GAS,10,0 days 00:01:53.279000,16.0,3.0,,,0 days 00:00:20.956000,0 days 00:00:59.831000,0 days 00:00:32.492000,0 days 00:47:26.091000,0 days 00:48:25.922000,0 days 00:48:58.414000,259.0,95.0,251.0,135.0,False,MEDIUM,16.0,False,Alpine,0 days 00:47:05.135000,2023-06-30 12:02:40.169,1,,False,,False,True,28.3,33.0,932.4,False,48.0,274,0.8,Practice 1,Austrian Grand Prix
46,0 days 00:50:21.616000,GAS,10,0 days 00:01:23.202000,17.0,3.0,,,0 days 00:00:19.591000,0 days 00:00:39.330000,0 days 00:00:24.281000,0 days 00:49:18.005000,0 days 00:49:57.335000,0 days 00:50:21.616000,279.0,210.0,282.0,230.0,False,MEDIUM,17.0,False,Alpine,0 days 00:48:58.414000,2023-06-30 12:04:33.448,1,,False,,False,True,28.2,34.0,932.2,False,48.0,98,1.3,Practice 1,Austrian Grand Prix
47,0 days 00:51:29.800000,GAS,10,0 days 00:01:08.184000,18.0,3.0,,,0 days 00:00:16.887000,0 days 00:00:30.431000,0 days 00:00:20.866000,0 days 00:50:38.503000,0 days 00:51:08.934000,0 days 00:51:29.800000,315.0,234.0,278.0,314.0,False,MEDIUM,18.0,False,Alpine,0 days 00:50:21.616000,2023-06-30 12:05:56.650,1,,False,,False,True,28.3,33.0,932.4,False,48.2,23,1.7,Practice 1,Austrian Grand Prix
48,0 days 00:52:39.348000,GAS,10,0 days 00:01:09.548000,19.0,3.0,,,0 days 00:00:17.349000,0 days 00:00:31.086000,0 days 00:00:21.113000,0 days 00:51:47.149000,0 days 00:52:18.235000,0 days 00:52:39.348000,298.0,232.0,274.0,295.0,False,MEDIUM,19.0,False,Alpine,0 days 00:51:29.800000,2023-06-30 12:07:04.834,1,,False,,False,True,28.3,33.0,932.2,False,48.0,72,1.6,Practice 1,Austrian Grand Prix
49,0 days 00:53:49.291000,GAS,10,0 days 00:01:09.943000,20.0,3.0,,,0 days 00:00:17.516000,0 days 00:00:31.220000,0 days 00:00:21.207000,0 days 00:52:56.864000,0 days 00:53:28.084000,0 days 00:53:49.291000,296.0,230.0,281.0,291.0,False,MEDIUM,20.0,False,Alpine,0 days 00:52:39.348000,2023-06-30 12:08:14.382,1,,False,,False,True,28.3,33.0,932.2,False,49.1,60,1.7,Practice 1,Austrian Grand Prix
50,0 days 00:55:03.210000,GAS,10,0 days 00:01:13.919000,21.0,3.0,,0 days 00:54:59.757000,0 days 00:00:17.278000,0 days 00:00:31.841000,0 days 00:00:24.800000,0 days 00:54:06.569000,0 days 00:54:38.410000,0 days 00:55:03.210000,318.0,226.0,,292.0,False,MEDIUM,21.0,False,Alpine,0 days 00:53:49.291000,2023-06-30 12:09:24.325,1,,False,,False,False,28.4,32.0,932.2,False,49.1,20,1.6,Practice 1,Austrian Grand Prix
51,0 days 01:01:35.540000,GAS,10,,22.0,4.0,0 days 01:00:15.142000,,,0 days 00:00:37.443000,0 days 00:00:22.769000,,0 days 01:01:12.938000,0 days 01:01:35.625000,275.0,203.0,284.0,263.0,False,SOFT,1.0,True,Alpine,0 days 00:55:03.210000,2023-06-30 12:10:38.244,1,,False,,False,False,28.2,33.0,932.2,False,47.8,34,1.8,Practice 1,Austrian Grand Prix
52,0 days 01:02:42.827000,GAS,10,0 days 00:01:07.287000,23.0,4.0,,,0 days 00:00:16.675000,0 days 00:00:30.242000,0 days 00:00:20.370000,0 days 01:01:52.215000,0 days 01:02:22.457000,0 days 01:02:42.827000,318.0,237.0,282.0,310.0,True,SOFT,2.0,True,Alpine,0 days 01:01:35.540000,2023-06-30 12:17:10.574,1,,False,,False,True,28.4,36.0,932.2,False,47.8,203,1.2,Practice 1,Austrian Grand Prix
53,0 days 01:04:15.436000,GAS,10,0 days 00:01:32.609000,24.0,4.0,,0 days 01:04:11.810000,0 days 00:00:23.853000,0 days 00:00:36.931000,0 days 00:00:31.825000,0 days 01:03:06.680000,0 days 01:03:43.611000,0 days 01:04:15.436000,233.0,168.0,,246.0,False,SOFT,3.0,True,Alpine,0 days 01:02:42.827000,2023-06-30 12:18:17.861,1,,False,,False,False,28.2,36.0,932.2,False,47.8,92,1.2,Practice 1,Austrian Grand Prix
54,0 days 01:12:17.869000,GAS,10,,25.0,5.0,0 days 01:10:58.225000,0 days 01:12:14.020000,,0 days 00:00:34.234000,0 days 00:00:26.729000,,0 days 01:11:51.302000,0 days 01:12:17.926000,285.0,209.0,,267.0,False,MEDIUM,22.0,False,Alpine,0 days 01:04:15.436000,2023-06-30 12:19:50.470,1,,False,,False,False,28.3,36.0,932.2,False,46.8,79,1.8,Practice 1,Austrian Grand Prix
55,0 days 01:14:31.666000,GAS,10,0 days 00:02:13.797000,26.0,6.0,0 days 01:12:51.566000,,0 days 00:00:57.327000,0 days 00:00:49.716000,0 days 00:00:26.754000,0 days 01:13:15.196000,0 days 01:14:04.912000,0 days 01:14:31.666000,262.0,180.0,265.0,208.0,False,MEDIUM,23.0,False,Alpine,0 days 01:12:17.869000,2023-06-30 12:27:52.903,1,,False,,False,False,28.3,36.0,932.2,False,48.2,156,0.8,Practice 1,Austrian Grand Prix
56,0 days 01:16:13.603000,GAS,10,0 days 00:01:41.937000,27.0,6.0,,,0 days 00:00:18.445000,0 days 00:00:38.152000,0 days 00:00:45.340000,0 days 01:14:50.111000,0 days 01:15:28.263000,0 days 01:16:13.603000,258.0,161.0,69.0,233.0,False,MEDIUM,24.0,False,Alpine,0 days 01:14:31.666000,2023-06-30 12:30:06.700,126,,False,,False,False,28.4,34.0,932.2,False,48.1,65,1.3,Practice 1,Austrian Grand Prix
